datetime,open,high,low,close,timestamp
2025-10-25 21:45:00,111367.920000,111395.730000,111367.310000,111395.170000,2025-10-25 21:45:00+00:00
2025-10-25 21:40:00,111385.890000,111385.890000,111367.910000,111367.920000,2025-10-25 21:40:00+00:00
2025-10-25 21:35:00,111368.200000,111403.180000,111364.500000,111386.000000,2025-10-25 21:35:00+00:00
2025-10-25 21:30:00,111418.370000,111436.850000,111368.180000,111368.190000,2025-10-25 21:30:00+00:00
2025-10-25 21:25:00,111407.910000,111452.250000,111400.000000,111428.840000,2025-10-25 21:25:00+00:00
2025-10-25 21:20:00,111432.360000,111452.360000,111407.900000,111407.910000,2025-10-25 21:20:00+00:00
2025-10-25 21:15:00,111482.120000,111482.120000,111400.090000,111432.360000,2025-10-25 21:15:00+00:00
2025-10-25 21:10:00,111425.700000,111500.000000,111425.700000,111487.940000,2025-10-25 21:10:00+00:00
2025-10-25 21:05:00,111452.490000,111473.160000,111416.370000,111430.250000,2025-10-25 21:05:00+00:00
2025-10-25 21:00:00,111460.390000,111491.240000,111441.590000,111453.820000,2025-10-25 21:00:00+00:00
2025-10-25 15:10:00,111484.140000,111484.910000,111405.300000,111466.200000,2025-10-25 15:10:00+00:00
2025-10-25 15:05:00,111517.600000,111517.600000,111485.070000,111485.070000,2025-10-25 15:05:00+00:00
2025-10-25 15:00:00,111610.670000,111611.980000,111497.110000,111505.050000,2025-10-25 15:00:00+00:00
2025-10-25 14:50:00,111621.160000,111621.160000,111611.980000,111611.980000,2025-10-25 14:50:00+00:00
2025-10-25 14:45:00,111650.400000,111655.640000,111621.150000,111624.650000,2025-10-25 14:45:00+00:00
2025-10-25 14:40:00,111626.090000,111680.140000,111621.150000,111655.570000,2025-10-25 14:40:00+00:00
2025-10-25 14:35:00,111557.700000,111655.920000,111557.700000,111626.100000,2025-10-25 14:35:00+00:00
2025-10-25 14:30:00,111651.650000,111651.650000,111517.100000,111557.700000,2025-10-25 14:30:00+00:00
2025-10-25 14:25:00,111737.560000,111751.860000,111650.000000,111651.650000,2025-10-25 14:25:00+00:00
2025-10-25 14:20:00,111737.060000,111764.990000,111737.050000,111737.550000,2025-10-25 14:20:00+00:00
2025-10-25 14:15:00,111758.250000,111772.560000,111737.050000,111737.060000,2025-10-25 14:15:00+00:00
2025-10-25 14:10:00,111737.050000,111764.990000,111737.050000,111758.250000,2025-10-25 14:10:00+00:00
2025-10-25 14:05:00,111751.240000,111780.000000,111737.050000,111737.050000,2025-10-25 14:05:00+00:00
2025-10-25 14:00:00,111699.490000,111766.590000,111699.480000,111751.240000,2025-10-25 14:00:00+00:00
2025-10-25 13:55:00,111656.030000,111711.350000,111644.950000,111699.480000,2025-10-25 13:55:00+00:00
2025-10-25 13:50:00,111570.860000,111661.010000,111566.240000,111656.040000,2025-10-25 13:50:00+00:00
2025-10-25 13:45:00,111580.590000,111615.980000,111517.810000,111570.860000,2025-10-25 13:45:00+00:00
2025-10-25 13:40:00,111707.700000,111707.710000,111580.000000,111580.530000,2025-10-25 13:40:00+00:00
2025-10-25 13:35:00,111798.860000,111804.510000,111615.960000,111707.710000,2025-10-25 13:35:00+00:00
2025-10-25 13:30:00,111799.890000,111815.810000,111754.230000,111798.850000,2025-10-25 13:30:00+00:00
2025-10-25 13:25:00,111816.660000,111816.660000,111690.010000,111800.000000,2025-10-25 13:25:00+00:00
2025-10-25 13:20:00,111792.030000,111880.710000,111786.740000,111816.670000,2025-10-25 13:20:00+00:00
2025-10-25 13:15:00,111801.980000,111878.740000,111781.790000,111792.030000,2025-10-25 13:15:00+00:00
2025-10-25 13:10:00,111808.080000,111816.210000,111767.740000,111801.980000,2025-10-25 13:10:00+00:00
2025-10-25 13:05:00,111818.000000,111837.020000,111746.000000,111814.000000,2025-10-25 13:05:00+00:00
2025-10-25 13:00:00,111919.850000,111954.340000,111805.590000,111818.000000,2025-10-25 13:00:00+00:00
2025-10-25 12:55:00,111777.520000,111968.520000,111766.010000,111918.220000,2025-10-25 12:55:00+00:00
2025-10-25 12:50:00,111854.270000,111854.270000,111720.770000,111777.530000,2025-10-25 12:50:00+00:00
2025-10-25 12:45:00,111732.390000,111926.520000,111727.990000,111848.610000,2025-10-25 12:45:00+00:00
2025-10-25 12:40:00,111688.450000,111732.400000,111688.450000,111732.390000,2025-10-25 12:40:00+00:00
2025-10-25 12:35:00,111688.240000,111727.580000,111680.000000,111688.450000,2025-10-25 12:35:00+00:00
2025-10-25 12:30:00,111730.030000,111730.030000,111667.250000,111688.240000,2025-10-25 12:30:00+00:00
